polar	N
bears	N
and	N
other	N
wildlife.Mayor	N
John	N
Graham	N
said	N
the	N
digital	N
cartographers	N
were	N
,	N
however	N
,	N
hunted	N
by	N
a	N
herd	N
of	N
excited	N
and	N
curious	N
locals	N
,	N
or	N
Google	N
stalkers.Graham	N
understands	N
the	N
enthusiasm	C
.	N

The	N
Street	N
View	N
project	N
,	N
he	N
said	N
,	N
follows	N
in	N
the	N
footsteps	N
of	N
the	N
English	N
explorer	N
Martin	N
Frobisher	N
,	N
who	N
in	N
1576	N
sailed	N
into	N
the	N
bay	N
where	N
Iqaluit	N
now	N
sits	N
while	N
searching	N
for	N
the	N
Northwest	N
Passage	C
,	N
and	N
the	N
1941	N
flight	N
of	N
Captain	N
Elliott	N
Roosevelt	N
,	N
a	N
reconnaissance	N
officer	N
and	N
son	N
of	N
the	N
US	N
President	N
,	N
which	N
led	N
to	N
the	N
site	N
being	N
chosen	N
for	N
a	N
military	C
airbase	N
.	N

His	N
exploration	C
led	N
to	N
the	N
founding	N
of	N
the	N
modern	N
town	N
of	N
Iqaluit	N
,	N
which	N
is	N
the	N
seat	N
of	N
government	N
as	N
well	N
as	N
a	N
transport	N
and	N
communications	N
hub	N
for	N
Nunavut.One	N
of	N
the	N
initial	N
challenges	N
Google	N
faced	N
was	N
gathering	C
the	N
raw	N
data	C
needed	N
to	N
fill	N
in	N
their	N
existing	C
map	N
.	N

What	N
they	N
had	N
created	N
using	N
satellite	C
images	N
was	N
fairly	N
accurate	N
,	N
although	N
the	N
rapid	C
pace	C
of	N
the	N
towns	N
growth	C
,	N
which	N
has	N
been	N
fuelled	N
by	N
a	N
mining	C
boom	N
,	N
meant	N
they	N
were	N
missing	N
one	N
road	N
that	N
had	N
been	N
created	N
in	N
the	N
past	N
year	N
,	N
said	N
Arif	N
Sayani	N
,	N
the	N
towns	N
Director	N
of	N
Planning.Another	N
difficulty	N
was	N
how	N
to	N
situate	N
many	N
businesses	N
and	N
homeowners	N
that	N
have	N
mail	N
sent	N
to	N
the	N
local	N
post	N
office	N
rather	N
than	N
delivered	N
to	N
their	N
address	N
.	N

Plotting	N
the	N
PO	N
box	N
addresses	N
would	N
result	N
in	N
a	N
map	N
with	N
firms	N
,	N
banks	N
and	N
schools	N
clustered	N
around	N
the	N
Canada	N
Post	N
building	N
in	N
the	N
centre	N
of	N
town.About	N
30	N
Inuit	N
elders	N
,	N
entrepreneurs	N
and	N
high-school	N
pupils	N
turned	N
out	N
one	N
night	N
to	N
help	N
correct	N
such	C
problems	N
.	N

They	N
were	N
provided	N
with	N
a	N
laptop	N
computer	N
and	N
instructed	N
how	N
to	N
ensure	C
their	N
homes	N
,	N
shops	N
and	N
meeting	N
places	N
would	N
show	N
up	N
accurately	N
on	N
the	N
map.The	N
project	N
is	N
more	N
than	N
a	N
novelty	C
or	N
cultural	N
philanthropy	N
.	N

Sayani	N
,	N
32	N
,	N
said	N
the	N
town	N
would	N
be	N
able	C
to	N
use	N
the	N
maps	N
as	N
a	N
promotional	N
tool	C
for	N
those	N
thinking	N
of	N
visiting	N
or	N
moving	C
to	N
the	N
area	N
.	N

It	N
may	N
also	N
speed	N
up	N
planning	C
decisions	N
that	N
will	N
affect	C
Iqaluits	N
growth.The	N
test	N
run	N
for	N
the	N
Iqaluit	N
mapping	N
exercise	N
occurred	N
last	N
summer	N
in	N
Cambridge	N
Bay	N
,	N
a	N
much	N
smaller	N
Nunavut	N
town	N
of	N
about	N
1,500	N
people	N
located	N
1,700km	N
and	N
a	N
time	N
zone	N
west	N
of	N
Iqaluit.The	N
gravel	N
roads	N
and	N
muddy	C
puddles	N
that	N
can	N
now	N
be	N
seen	N
online	N
,	N
however	N
,	N
give	N
little	N
sense	N
of	N
life	N
in	N
a	N
land	N
usually	N
covered	N
in	N
snow	N
,	N
which	N
is	N
one	N
reason	N
why	N
Google	N
selected	N
the	N
lesshospitable	N
month	N
of	N
March	C
to	N
travel	N
to	N
Iqaluit.Brindle	N
said	N
he	N
hoped	N
to	N
see	N
the	N
work	N
continue	N
in	N
other	N
northern	N
towns	N
,	N
though	N
the	N
high	N
costs	N
of	N
shipping	N
and	N
airfares	N
to	N
move	N
people	N
and	N
equipment	N
around	N
the	N
vast	C
Arctic	N
territory	C
appears	N
to	N
be	N
weighing	N
on	N
Googles	N
ambitions.The	N
next	N
northern	N
site	N
has	N
not	N
yet	N
been	N
identified	N
but	N
,	N
when	N
it	N
is	N
selected	N
,	N
Brindle	N
said	N
the	N
company	N
might	N
simply	C
send	N
one	N
of	N
its	N
hi-tech	C
backpacks	N
and	N
rely	N
on	N
volunteers	N
to	N
literally	C
put	N
themselves	N
on	N
the	N
map.Im	N
hoping	N
that	N
three	N
,	N
four	N
,	N
five	N
years	N
from	N
now	N
well	N
look	N
back	N
and	N
see	N
a	N
very	N
different	N
map	N
of	N
Canadas	N
north	N
,	N
Brindle	N
added	N
.	N

Brazil	N
experienced	N
one	N
of	N
its	N
biggest	N
nights	N
of	N
protest	C
in	N
decades	N
as	N
more	N
than	N
100,000	N
people	N
took	N
to	N
the	N
streets	N
nationwide	C
to	N
express	C
their	N
frustration	C
at	N
heavy-handed	N
policing	N
,	N
poor	N
public	N
services	N
and	N
high	N
costs	N
for	N
the	N
World	N
Cup.The	N
major	C
demonstrations	N
in	N
Rio	N
de	N
Janeiro	N
,	N
So	N
Paulo	N
,	N
Brasilia	N
,	N
Belem	N
,	N
Belo	N
Horizonte	N
,	N
Salvador	N
and	N
elsewhere	C
started	N
peacefully	C
,	N
but	N
several	N
led	N
to	N
clashes	N
with	N
police	N
and	N
arson	N
attacks	N
on	N
cars	N
and	N
buses.The	N
large	N
turnout	N
and	N
geographic	N
spread	C
marked	N
a	N
rapid	C
escalation	N
after	N
previous	N
,	N
smaller	N
protests	N
against	N
bus	N
price	N
increases	N
led	N
to	N
complaints	N
that	N
police	N
responded	N
disproportionately	N
with	N
rubber	N
bullets	N
,	N
tear	N
gas	N
and	N
violent	C
beatings.Coinciding	N
with	N
the	N
start	N
of	N
the	N
Confederations	N
Cup	N
a	N
World	N
Cup	N
test	N
event	N
the	N
rallies	N
brought	N
together	N
a	N
wide	N
coalition	N
of	N
people	N
frustrated	C
with	N
the	N
escalating	N
costs	N
and	N
persistently	N
poor	N
quality	N
of	N
public	N
services	N
,	N
lavish	C
investment	C
in	N
international	N
sporting	N
events	N
,	N
low	N
standards	N
of	N
health	N
care	N
and	N
wider	N
unease	N
about	N
inequality	C
and	N
corruption.While	N
the	N
vast	C
majority	C
of	N
demonstrations	N
in	N
Rio	N
were	N
peaceful	N
,	N
several	N
police	N
were	N
injured	C
in	N
clashes	N
at	N
the	N
citys	N
legislative	N
assembly	C
,	N
at	N
least	N
one	N
car	N
was	N
overturned	N
and	N
burned	N
,	N
and	N
windows	N
were	N
smashed	N
in	N
the	N
offices	N
of	N
banks	N
and	N
notary	N
offices.The	N
unrest	C
escalated	N
during	N
the	N
night	N
as	N
a	N
large	N
crowd	N
set	N
several	N
fires	N
outside	N
the	N
legislative	N
assembly	C
,	N
smashed	N
the	N
buildings	N
windows	N
and	N
painted	N
graffiti	N
on	N
the	N
walls	N
proclaiming	N
Revolution	C
,	N
Down	N
with	N
Paes	N
,	N
down	N
with	N
Cabral	N
[	N
the	N
mayor	C
and	N
state	C
governor	N
]	N
and	N
Hate	N
police	N
.	N

Police	N
inside	N
responded	N
with	N
pepper	N
spray	C
and	N
perhaps	N
more	N
the	N
Guardian	N
saw	N
one	N
protester	N
passed	N
out	N
and	N
bleeding	N
heavily	N
from	N
a	N
wound	C
in	N
the	N
upper	N
arm.The	N
causes	N
pursued	N
by	N
the	N
protesters	N
varied	C
widely	C
.	N

We	N
are	N
here	N
because	N
we	N
hate	N
the	N
government	N
.	N

They	N
do	N
nothing	N
for	N
us	N
,	N
said	N
Oscar	N
Jos	N
Santos	N
,	N
a	N
19	N
year	N
old	N
who	N
was	N
with	N
a	N
group	N
of	N
hooded	N
youths	N
from	N
the	N
Rocinha	N
favela.Im	N
an	N
architect	N
but	N
I	N
have	N
been	N
unemployed	N
for	N
six	N
months	N
.	N

There	N
must	N
be	N
something	N
wrong	N
with	N
this	N
country	N
,	N
said	N
Nadia	N
al	N
Husin	N
,	N
holding	N
up	N
a	N
banner	N
calling	N
on	N
the	N
government	N
to	N
do	N
more	N
for	N
education.At	N
a	N
far	N
smaller	N
rally	C
in	N
Brasilia	N
,	N
demonstrators	N
broke	N
through	N
police	N
lines	N
to	N
enter	N
the	N
high-security	N
area	N
of	N
the	N
national	N
congress	N
.	N

Several	N
climbed	N
onto	N
the	N
roof.In	N
Belo	N
Horizonte	N
,	N
police	N
clashed	N
with	N
protesters	N
who	N
tried	N
to	N
break	N
through	N
a	N
cordon	N
around	N
a	N
football	N
stadium	N
hosting	N
a	N
Confederations	N
Cup	N
match	N
between	N
Nigeria	N
and	N
Tahiti.In	N
Porto	N
Alegre	N
,	N
demonstrators	N
set	N
fire	N
to	N
a	N
bus	N
and	N
,	N
in	N
Curitiba	N
,	N
protesters	N
attempted	N
to	N
force	C
their	N
way	N
into	N
the	N
office	N
of	N
the	N
state	C
governor	N
.	N

There	N
were	N
also	N
rallies	N
in	N
Belem	N
,	N
Salvador	N
and	N
elsewhere.In	N
So	N
Paulo	N
,	N
which	N
had	N
seen	N
the	N
fiercest	N
clashes	N
the	N
previous	N
week	N
and	N
the	N
main	N
allegations	N
of	N
police	N
violence	C
,	N
large	N
crowds	N
gathered	N
once	N
again	N
but	N
initial	N
reports	N
suggested	N
the	N
marches	N
passed	N
peacefully.Reflecting	N
the	N
importance	N
of	N
social	N
networks	N
in	N
spreading	N
the	N
message	N
about	N
the	N
protests	N
,	N
some	N
in	N
So	N
Paulo	N
where	N
numbers	N
were	N
estimated	C
at	N
between	N
30,000	N
and	N
100,000	N
carried	N
banners	N
declaring	N
We	N
come	N
from	N
Facebook.Most	N
protesters	N
were	N
young	N
and	N
,	N
for	N
many	N
,	N
it	N
was	N
their	N
first	N
experience	N
of	N
such	C
a	N
giant	N
rally	C
.	N

My	N
generation	N
has	N
never	N
experienced	N
this	N
,	N
said	N
Thiago	N
Firbida	N
,	N
a	N
student	N
.	N

Since	N
the	N
dictatorship	N
,	N
Brazilians	N
never	N
bothered	C
to	N
take	N
over	N
the	N
streets	N
.	N

They	N
did	N
not	N
believe	N
they	N
had	N
a	N
reason	N
to	N
.	N

But	N
now	N
Brazil	N
is	N
once	N
again	N
in	N
crisis	C
,	N
with	N
a	N
constant	C
rise	N
in	N
prices	N
,	N
so	N
people	N
are	N
finally	N
reacting.Comparisons	N
have	N
been	N
drawn	N
with	N
rallies	N
in	N
Turkey	N
and	N
elsewhere	C
.	N

Another	N
global	C
link	N
was	N
evident	C
in	N
the	N
handful	N
of	N
demonstrators	N
who	N
wore	N
Guy	N
Fawkes	N
masks	N
,	N
associated	N
with	N
Anonymous	C
and	N
the	N
Occupy	C
Wall	N
Street	N
protests.Brazils	N
demonstrations	N
are	N
being	N
referred	N
to	N
as	N
the	N
vinegar	C
revolution	C
(	N
after	N
police	N
arrested	N
people	N
for	N
carrying	N
vinegar	C
to	N
counter	C
tear	N
gas	N
)	N
,	N
as	N
well	N
as	N
the	N
20-cent	N
revolution	C
(	N
due	N
to	N
the	N
bus	N
price	N
rise	N
)	N
and	N
the	N
Passe	N
Livre	N
(	N
after	N
the	N
demand	N
for	N
free	N
public	N
transport	N
)	N
.Some	N
said	N
the	N
protests	N
felt	N
un-Brazilian	N
but	N
liberating	N
.	N

Our	N
politicians	N
need	N
to	N
see	N
the	N
strength	C
we	N
have	N
as	N
one	N
people	N
.	N

Brazilians	N
tend	N
to	N
be	N
too	N
nice	N
sometimes	N
they	N
enjoy	N
partying	N
rather	N
than	N
protesting	N
but	N
something	N
is	N
changing	N
,	N
said	N
Deli	N
Borsari	N
,	N
a	N
53-year-old	N
yoga	N
instructor.Following	N
widespread	C
news	N
coverage	C
of	N
the	N
costs	N
of	N
new	N
and	N
refurbished	N
stadiums	N
,	N
the	N
Confederations	N
Cup	N
football	N
tournament	N
has	N
been	N
one	N
of	N
the	N
focuses	N
of	N
the	N
protests	N
.	N

Before	N
the	N
opening	C
match	N
in	N
Brasilia	N
,	N
crowds	N
of	N
demonstrators	N
were	N
dispersed	N
by	N
riot	C
police	N
.	N

Footage	N
showed	N
frightened	N
Japanese	N
supporters	N
rushing	N
from	N
the	N
area	N
holding	N
their	N
children	N
,	N
as	N
the	N
sound	N
of	N
shots	N
perhaps	N
rubber	N
bullets	N
or	N
tear	N
gas	N
was	N
heard.Another	N
protest	C
march	C
,	N
near	N
Rios	N
Maracana	N
Stadium	N
,	N
was	N
met	N
with	N
a	N
similarly	C
heavy	N
police	N
response.Most	N
of	N
the	N
rallies	N
appeared	N
to	N
start	N
peacefully	C
until	N
they	N
confronted	N
the	N
security	N
forces	N
,	N
who	N
are	N
largely	C
organized	C
at	N
a	N
regional	C
level.President	N
Dilma	N
Rousseff	N
condones	N
the	N
protests	N
,	N
according	N
to	N
her	N
aides	N
.	N

The	N
president	N
believes	N
peaceful	N
protests	N
are	N
legitimate	C
and	N
proper	N
for	N
a	N
democracy	C
,	N
and	N
that	N
it	N
is	N
natural	N
for	N
young	N
people	N
to	N
demonstrate	C
,	N
said	N
Helena	N
Chagas	N
of	N
the	N
presidents	N
office.However	N
,	N
the	N
president	N
was	N
booed	N
at	N
the	N
opening	C
ceremony	N
for	N
the	N
Confederations	N
Cup	N
.	N

With	N
the	N
economy	C
in	N
bad	N
shape	N
and	N
social	N
unrest	C
on	N
the	N
rise	N
,	N
she	N
faces	N
a	N
serious	N
political	N
challenge	N
,	N
both	N
now	N
and	N
in	N
2014	N
,	N
when	N
Brazil	N
will	N
not	N
only	N
host	C
the	N
World	N
Cup	N
but	N
also	N
have	N
a	N
presidential	C
election	N
.	N

Unusually	N
for	N
someone	N
who	N
likes	N
to	N
chat	N
,	N
Kenton	N
Cool	N
can	N
barely	C
speak	N
.	N

Exerting	N
himself	N
at	N
high	N
altitude	N
has	N
left	N
his	N
voice	N
a	N
throaty	N
growl	N
.	N

He	N
is	N
now	N
in	N
Kathmandu	N
,	N
the	N
capital	N
of	N
Nepal	N
,	N
having	N
flown	N
down	N
from	N
Everest	N
base	C
camp	N
that	N
morning	N
.	N

Cool	N
is	N
reflecting	N
on	N
a	N
startling	N
sequence	C
of	N
climbs	N
completed	N
over	N
the	N
course	N
of	N
the	N
previous	N
weekend	N
.	N

Early	N
on	N
Saturday	N
morning	N
,	N
he	N
reached	N
the	N
summit	C
of	N
Nuptse	N
,	N
the	N
first	N
and	N
lowest	N
of	N
the	N
three	N
main	N
summits	N
in	N
the	N
Everest	N
horseshoe	N
that	N
surrounds	N
the	N
glaciated	N
valley	N
called	N
the	N
Western	N
Cwm.That	N
same	N
day	N
,	N
he	N
climbed	N
up	N
to	N
the	N
summit	C
of	N
Everest	N
itself	N
,	N
reaching	N
the	N
top	N
in	N
complete	N
darkness	C
early	N
on	N
Sunday	N
.	N

He	N
and	N
his	N
climbing	N
partner	N
then	N
continued	N
on	N
to	N
the	N
summit	C
of	N
Lhotse	N
,	N
the	N
third	N
of	N
this	N
spectacular	N
three-peaks	N
challenge	N
,	N
on	N
Monday	N
morning.It	N
was	N
a	N
snatched	N
opportunity	N
,	N
he	N
says	N
.	N

For	N
the	N
first	N
time	N
since	N
the	N
late	N
1990s	N
,	N
there	N
were	N
fixed	C
ropes	N
on	N
all	N
three	N
mountains	N
.	N

That	N
doesnt	N
take	N
away	N
the	N
physical	C
achievement	N
of	N
what	N
I	N
did	N
.	N

Ive	N
set	N
the	N
bar	N
at	N
a	N
certain	N
level	N
.	N

But	N
whoever	C
comes	N
along	N
next	N
will	N
move	N
the	N
bar	N
further	N
and	N
do	N
it	N
without	N
ropes	N
or	N
bottled	N
oxygen.Sixty	N
years	N
after	N
Everest	N
was	N
first	N
climbed	N
,	N
much	N
of	N
the	N
coverage	C
is	N
looking	N
back	N
to	N
Edmund	N
Hillary	N
and	N
Tenzing	N
Norgay	N
and	N
their	N
age	N
of	N
innocence	C
from	N
the	N
modern	N
era	C
of	N
commercialism	N
and	N
environmental	N
degradation	N
.	N

Ive	N
asked	N
Cool	N
to	N
look	N
forward	N
and	N
imagine	N
what	N
top	N
climbers	N
might	N
be	N
doing	N
60	N
years	N
from	N
now.I	N
hate	N
to	N
think	N
,	N
he	N
says	N
,	N
but	N
mentions	N
the	N
Swiss	N
climber	N
,	N
Ueli	N
Steck	N
,	N
who	N
fled	N
the	N
mountain	N
in	N
April	N
following	C
what	N
Cool	N
terms	C
an	N
altercation	N
with	N
a	N
crowd	N
of	N
Sherpas	N
at	N
Camp	N
2	N
.	N

Steck	N
,	N
he	N
says	N
,	N
was	N
planning	C
to	N
climb	N
Everests	N
west	N
ridge	N
,	N
first	N
done	N
in	N
1963	N
,	N
descend	C
to	N
the	N
South	N
Col	N
and	N
then	N
immediately	N
climb	N
Lhotse	N
via	N
a	N
new	N
route	N
,	N
all	N
without	N
fixed	C
ropes	N
.	N

Ueli	N
had	N
been	N
training	N
like	N
a	N
machine	N
,	N
Cool	N
says	N
.	N

Hes	N
a	N
climber	N
in	N
a	N
class	N
all	N
his	N
own	N
.	N

Hes	N
technically	C
brilliant	N
but	N
he	N
had	N
also	N
taken	N
his	N
physical	C
condition	N
to	N
an	N
astronomic	N
level	N
.	N

It	N
would	N
have	N
been	N
amazing	N
to	N
see	N
what	N
he	N
could	N
have	N
done.What	N
tourism	N
will	N
look	N
like	N
is	N
another	N
matter	N
.	N

One	N
clue	C
is	N
in	N
the	N
stunning	C
helicopter	N
rescue	N
performed	N
by	N
Simone	N
Moro	N
,	N
Stecks	N
climbing	N
partner	N
,	N
whose	N
intemperate	N
language	N
provoked	N
the	N
confrontation	C
at	N
Camp	N
2	N
.	N

Moro	N
flew	N
back	N
to	N
Everest	N
on	N
Tuesday	N
at	N
the	N
controls	N
of	N
a	N
highpowered	N
helicopter	N
to	N
rescue	N
a	N
stricken	N
climber	N
at	N
an	N
altitude	N
of	N
7,800	N
metres.It	N
was	N
the	N
highest	N
rescue	N
yet	N
performed	N
on	N
Everest	N
and	N
highlights	N
the	N
exponential	N
rise	N
in	N
helicopter	N
flights	N
in	N
recent	N
years	N
.	N

By	N
2073	N
,	N
the	N
infrastructure	C
on	N
the	N
mountain	N
could	N
include	N
a	N
helipad	N
on	N
the	N
South	N
Col	N
,	N
bringing	N
tourists	N
breathing	N
bottled	N
oxygen	C
.	N

In	N
the	N
meantime	N
,	N
they	N
are	N
transforming	N
the	N
potential	C
for	N
rescuing	N
both	N
climbers	N
and	N
the	N
far	N
more	N
numerous	C
trekkers	N
heading	C
as	N
far	N
as	N
base	C
camp.Whether	N
the	N
Everest	N
region	N
can	N
continue	N
to	N
cope	C
with	N
a	N
booming	N
tourism	N
sector	C
remains	C
to	N
be	N
seen	N
,	N
according	N
to	N
mountain	N
geographer	N
and	N
environmentalist	C
,	N
Alton	N
Byers	N
.	N

The	N
combination	C
of	N
climate	N
change	N
and	N
tourism	N
,	N
he	N
says	N
,	N
is	N
creating	N
new	N
stresses	N
on	N
the	N
Sherpa	N
homeland	N
.	N

The	N
retreat	C
,	N
and	N
in	N
some	N
cases	N
disappearance	C
,	N
of	N
glaciers	N
in	N
the	N
Everest	N
region	N
are	N
having	N
a	N
major	C
impact	C
already	N
.	N

Everywhere	N
you	N
go	N
,	N
people	N
are	N
talking	N
about	N
how	N
theres	N
less	N
water	N
.	N

Theres	N
less	N
water	N
for	N
agriculture	C
and	N
less	N
water	N
for	N
all	N
the	N
new	N
lodges	N
that	N
are	N
getting	N
built.In	N
the	N
Sherpa	N
town	N
of	N
Namche	N
Bazaar	N
,	N
he	N
says	N
,	N
a	N
new	N
five-mile	N
pipeline	N
is	N
being	N
laid	N
to	N
bring	N
water	N
to	N
service	N
the	N
growing	C
tourist	N
demand	N
for	N
showers	N
and	N
flush	N
toilets	N
.	N

The	N
local	N
stream	N
has	N
become	N
contaminated	N
with	N
human	N
waste	N
and	N
does	N
not	N
provide	N
enough	N
water	N
for	N
a	N
place	N
that	N
,	N
in	N
high	N
season	N
,	N
is	N
bursting	N
at	N
the	N
seams	N
.	N

Every	N
village	N
is	N
digging	N
a	N
pit	C
just	N
beyond	C
the	N
houses	N
for	N
garbage	N
.	N

Khumbu	N
has	N
the	N
highest	N
landfill	N
sites	N
in	N
the	N
world	N
,	N
he	N
says	N
.	N

Human	N
waste	N
at	N
base	C
camp	N
is	N
now	N
managed	N
well	N
and	N
removed	N
in	N
plastic	N
barrels	N
.	N

But	N
,	N
according	N
to	N
Byers	N
,	N
these	N
barrels	N
are	N
emptied	N
into	N
a	N
huge	N
pit	C
a	N
few	N
hours	N
down	N
the	N
valley	N
that	N
could	N
leak	C
into	N
the	N
regions	N
watercourses.These	N
problems	N
can	N
be	N
solved	N
,	N
but	N
we	N
need	N
to	N
get	N
serious	N
about	N
it	N
,	N
he	N
says	N
.	N

One	N
climber	N
can	N
spend	N
$	N
85,000	N
climbing	N
Everest	N
.	N

And	N
thats	N
fine	N
.	N

But	N
at	N
some	N
point	N
were	N
going	N
to	N
have	N
to	N
address	N
these	N
other	N
priorities	N
.	N

For	N
half	N
a	N
million	N
dollars	N
a	N
year	N
,	N
you	N
could	N
solve	N
most	N
of	N
them.Climate	N
change	N
is	N
another	N
matter	N
.	N

Byers	N
works	N
with	N
local	N
conservation	C
committees	N
to	N
identify	C
and	N
plan	N
for	N
the	N
impacts	N
of	N
climate	N
change	N
,	N
most	N
usually	N
finding	N
new	N
water	N
sources	N
or	N
introducing	N
rainwater	N
harvesting	N
.	N

The	N
rapid	C
build-up	N
of	N
glacial	N
lakes	N
that	N
threaten	C
to	N
burst	C
and	N
flood	N
the	N
Sherpa	N
homeland	N
is	N
a	N
constant	C
threat	C
.	N

Theres	N
going	N
to	N
come	N
a	N
time	N
when	N
people	N
are	N
going	N
to	N
have	N
to	N
get	N
out	N
of	N
their	N
way.Changing	N
weather	N
patterns	N
are	N
also	N
having	N
an	N
impact	C
on	N
tourism	N
.	N

Increased	N
cloud	N
cover	N
in	N
periods	N
of	N
normally	N
clear	N
weather	N
is	N
closing	N
Lukla	N
Airport	N
,	N
the	N
gateway	N
to	N
the	N
Everest	N
region	N
,	N
more	N
often	N
.	N

A	N
new	N
road	N
for	N
4x4s	N
is	N
being	N
built	N
to	N
Lukla	N
to	N
guarantee	C
the	N
flow	N
of	N
tourists	N
and	N
their	N
money	N
,	N
but	N
Byers	N
is	N
concerned	C
that	N
the	N
rapid	C
spread	C
of	N
the	N
road	N
network	C
in	N
Nepal	N
is	N
being	N
done	N
on	N
the	N
cheap	N
,	N
with	N
disastrous	C
consequences	N
in	N
terms	C
of	N
soil	C
erosion	C
and	N
landslides.Everest	N
is	N
the	N
icon	C
everyone	N
knows	N
,	N
he	N
says	N
.	N

Its	N
the	N
canary	N
in	N
the	N
coalmine	N
that	N
everyone	N
understands	N
.	N

Its	N
the	N
perfect	N
laboratory	N
for	N
figuring	N
out	N
how	N
to	N
address	N
some	N
of	N
these	N
problems	N
,	N
like	N
the	N
impacts	N
of	N
climate	N
change	N
and	N
tourism	N
.	N

Crunchy	N
,	N
full	N
of	N
protein	C
and	N
to	N
be	N
found	C
under	N
a	N
rock	N
near	N
you	N
.	N

Insects	N
have	N
long	N
been	N
overlooked	N
as	N
food	N
in	N
all	N
but	N
a	N
handful	N
of	N
places	N
around	N
the	N
world	N
but	N
now	N
they	N
are	N
crawling	N
closer	N
and	N
closer	N
to	N
our	N
plates	N
.	N

Spring	N
2013	N
will	N
see	N
a	N
drive	N
towards	N
removing	N
the	N
yuck	N
factor	C
and	N
putting	N
insects	N
not	N
just	N
on	N
experimental	C
gastronomic	N
menus	N
but	N
also	N
on	N
supermarket	N
shelves.In	N
April	N
,	N
there	N
will	N
be	N
a	N
festival	N
in	N
London	N
,	N
Pestival	N
2013	N
a	N
Wellcome	N
Trust-backed	N
insect	N
appreciation	C
event	N
where	N
the	N
consumption	C
of	N
creepy-crawlies	N
comes	N
high	N
on	N
the	N
agenda	C
.	N

It	N
will	N
feature	C
a	N
two-day	N
pop-up	N
restaurant	N
by	N
the	N
Nordic	N
Food	N
Lab	N
,	N
the	N
Scandinavian	N
team	N
behind	N
the	N
Danish	N
restaurant	N
Noma	N
,	N
which	N
brought	N
ants	N
to	N
the	N
table	N
for	N
a	N
sellout	N
ten-day	N
run	N
at	N
Claridges	N
hotel	N
in	N
Mayfair	N
in	N
2012.Noma	N
has	N
been	N
named	N
the	N
worlds	N
best	N
restaurant	N
by	N
Restaurant	N
magazine	N
for	N
three	N
years	N
running	N
.	N

Its	N
chef	N
,	N
Ren	N
Redzepi	N
,	N
says	N
that	N
ants	N
taste	N
like	N
