for	N
terrorists,	N
""""	N
Romney	N
said	N
in	N
the	N
release	N
.	N

We	N
tolerated	C
such	N
a	N
sanctuary	C
until	N
we	N
lost	N
thousands	N
on	N
September	N
11	N
,	N
2001	N
.	N

Many	N
brave	N
Americans	N
have	N
sacrificed	C
everything	N
so	N
that	N
we	N
could	N
win	N
this	N
fight	N
for	N
a	N
more	N
secure	C
future	N
.	N

The	N
injured	C
man	N
was	N
able	N
to	N
drive	N
his	N
car	N
to	N
Cloverhill	N
Prison	N
where	N
he	N
summoned	C
assistance	C
.	N

He	N
was	N
taken	N
to	N
Tallaght	N
General	N
Hospital	N
,	N
his	N
injuries	N
are	N
not	N
thought	N
to	N
be	N
life	N
threatening	C
.	N

Witnesses	C
at	N
the	N
scene	N
of	N
the	N
shooting	N
describe	C
a	N
silver	N
saloon	C
car	N
leaving	N
the	N
area	N
.	N

At	N
about	N
11.30	N
pm	N
a	N
silver	N
car	N
was	N
discovered	C
on	N
fire	N
at	N
Golden	N
Bridge	N
Terrace	N
,	N
Inchicore	C
.	N

The	N
car	N
has	N
been	N
removed	C
from	N
the	N
scene	N
for	N
forensic	C
technical	N
examination	N
.	N

Ex-Soviet	C
leader	N
Mikhail	N
Gorbachev	N
says	N
Russian	N
authorities	C
must	N
annul	C
the	N
parliamentary	C
vote	N
results	N
and	N
hold	N
a	N
new	N
election	C
.	N

He	N
said	N
most	N
of	N
the	N
village's	N
residents	N
had	N
fled	C
and	N
regime	C
forces	N
were	N
setting	N
fire	N
to	N
houses	N
and	N
looting	C
shops	N
.	N

He	N
and	N
the	N
Observatory	C
also	N
reported	N
shelling	C
in	N
a	N
nearby	N
village	N
,	N
Hayaleen	N
.	N

The	N
regime	C
is	N
trying	N
to	N
punish	N
these	N
villages	N
and	N
to	N
put	N
an	N
end	N
to	N
this	N
revolution	N
as	N
quickly	N
as	N
it	N
can,	N
""""	N
he	N
said	N
.	N

The	N
regime	N
is	N
trying	N
to	N
punish	N
these	N
villages	N
and	N
to	N
put	N
an	N
end	N
to	N
this	N
revolution	C
as	N
quickly	N
as	N
it	N
can	N
,	N
he	N
said	N
.	N

In	N
northern	N
Lebanon	N
,	N
meanwhile	N
,	N
residents	N
said	N
running	N
gunbattles	C
broke	N
out	N
in	N
the	N
city	N
Saturday	N
and	N
continued	N
through	N
Sunday	N
morning	N
,	N
primarily	C
between	N
a	N
neighborhood	N
populated	C
by	N
Sunni	C
Muslims	N
opposed	N
to	N
Assad	N
and	N
another	N
area	N
with	N
many	N
Assad	N
backers	C
from	N
his	N
Alawite	C
sect	C
.	N

The	N
fighting	N
highlights	C
how	N
easily	N
trouble	C
in	N
Syria	N
can	N
raise	N
tensions	N
in	N
neighboring	N
Lebanon	N
,	N
with	N
which	N
it	N
shares	N
a	N
complex	N
web	N
of	N
political	N
and	N
sectarian	C
ties	N
and	N
rivalries	C
.	N

“Duck	C
and	N
cover	N
here	N
at	N
the	N
embassy	C
.	N

Not	N
a	N
drill	C
--	N
avoid	C
the	N
area,”	N
the	N
U.S	N
.	N
embassy	C
said	N
on	N
Twitter	N
.	N

Karzai	N
said	N
the	N
U.S	N
.	N
pact	C
“is	N
not	N
threatening	C
any	N
third	N
country	N
,	N
including	C
the	N
neighboring	N
countries	N
,	N
but	N
we	N
are	N
hoping	N
that	N
this	N
leads	N
to	N
stability	C
,	N
prosperity	C
and	N
development	C
in	N
the	N
region.”	N

“Neither	N
Americans	N
nor	C
the	N
Afghan	N
people	N
asked	N
for	N
this	N
war	N
,	N
yet	N
for	N
a	N
decade	C
we’ve	N
stood	C
together,”	N
Obama	N
said	N
at	N
the	N
signing	N
ceremony	C
.	N

We’re	N
agreeing	N
to	N
be	N
long-term	N
partners,”	N
said	N
Obama	N
,	N
who	N
later	N
headed	C
home	N
aboard	N
Air	N
Force	N
One	N
after	N
just	N
six	N
hours	N
on	N
the	N
ground	N
.	N

The	N
pact	C
,	N
agreed	N
last	N
month	N
,	N
sees	N
the	N
possibility	C
of	N
American	N
forces	N
staying	N
behind	N
to	N
train	N
Afghan	N
forces	N
and	N
pursue	C
the	N
remnants	C
of	N
al-Qaeda	N
for	N
10	N
years	N
after	N
2014	N
.	N

Putin	N
officially	C
registered	N
on	N
Wednesday	N
to	N
run	N
for	N
the	N
presidency	N
in	N
March	N
,	N
but	N
the	N
unusually	C
sustained	C
protests	C
of	N
the	N
past	N
two	N
days	N
showed	N
the	N
indignation	C
of	N
the	N
Russian	N
opposition	C
and	N
suggested	C
his	N
drive	C
to	N
retake	C
the	N
job	N
he	N
held	N
from	N
2000-2008	N
may	N
not	N
go	N
as	N
smoothly	N
as	N
expected	C
.	N

The	N
Russian	N
Union	N
of	N
Journalists	N
on	N
Wednesday	N
condemned	C
police	N
violence	C
and	N
called	N
for	N
a	N
probe	C
into	N
the	N
dozens	C
of	N
attacks	N
and	N
arrests	N
of	N
journalists	N
,	N
describing	C
them	N
as	N
""""	N
an	N
attempt	N
to	N
gag	C
and	N
intimidate	C
society	N
.	N
""""	N

More	N
opposition	C
rallies	C
were	N
expected	N
Wednesday	N
,	N
along	N
with	N
a	N
pro-Putin	C
gathering	C
in	N
central	N
Moscow	N
that	N
had	N
attracted	N
a	N
few	N
hundred	N
people	N
so	N
far	N
.	N

Sunday's	N
parliamentary	C
vote	N
suggested	N
Russians	N
are	N
tiring	C
of	N
Putin	N
and	N
his	N
United	N
Russia	N
party	N
,	N
which	N
has	N
strongly	N
overshadowed	C
all	N
other	N
political	N
forces	N
in	N
Russia	N
for	N
the	N
past	N
dozen	N
years	N
and	N
earned	N
a	N
reputation	C
for	N
corruption	C
.	N

The	N
assault	C
raises	C
fresh	N
concern	C
about	N
the	N
resilience	C
of	N
the	N
insurgency	C
on	N
the	N
anniversary	C
of	N
Osama	N
bin	N
Laden's	N
death	N
as	N
NATO	C
winds	N
down	N
its	N
combat	C
presence	C
in	N
the	N
next	N
two	N
years	N
and	N
hands	N
over	N
responsibility	C
for	N
security	N
to	N
Afghan	N
forces	N
.	N

The	N
Taliban	N
said	N
the	N
assault	C
was	N
a	N
riposte	C
to	N
Obama	N
,	N
who	N
just	N
hours	N
earlier	N
signed	N
a	N
new	N
partnership	N
pact	C
in	N
Kabul	N
to	N
govern	N
Afghan-US	N
relations	N
after	N
2014	N
--	N
a	N
deal	N
the	N
insurgents	C
dismissed	C
as	N
"""illegitimate"""	N
.	N

In	N
an	N
election-year	N
address	N
,	N
Obama	N
presented	N
himself	N
as	N
a	N
commander-in-chief	C
capable	C
of	N
ending	N
two	N
long	N
wars	N
,	N
following	N
the	N
US	N
withdrawal	C
from	N
Iraq	N
,	N
and	N
crushing	C
Al-Qaeda	N
,	N
and	N
tried	N
to	N
conjure	C
up	N
a	N
new	N
dawn	N
for	N
a	N
US	N
public	N
exhausted	C
by	N
conflict	C
and	N
recession	C
.	N

This	N
time	N
of	N
war	N
began	N
in	N
Afghanistan	N
,	N
and	N
this	N
is	N
where	N
it	N
will	N
end	N
,	N
Obama	N
said	N
,	N
recalling	C
a	N
decade-long	C
""""	N
dark	N
cloud	N
of	N
war	N
""""	N
after	N
bin	N
Laden	N
plotted	C
the	N
September	N
11	N
attacks	N
in	N
2001	N
.	N

Dozens	C
more	N
were	N
wounded	C
in	N
Monday's	N
violence	C
,	N
the	N
UK-based	N
Syrian	N
Observatory	C
for	N
Human	N
Rights	N
said	N
.	N

Opposition	C
sources	N
also	N
said	N
the	N
army	N
had	N
shelled	C
the	N
town	N
,	N
which	N
they	N
say	N
has	N
been	N
under	N
rebel	C
control	N
since	N
January	N
.	N

Nine	N
people	N
were	N
reportedly	N
killed	N
in	N
the	N
bombardment	C
.	N

Shells	C
and	N
rockets	N
have	N
been	N
hitting	N
the	N
town	N
since	N
3am	N
(12:00	N
GMT)	N
at	N
a	N
rate	N
of	N
one	N
a	N
minute	N
.	N

Rastan	N
has	N
been	N
destroyed,	N
""""	N
a	N
member	N
of	N
the	N
opposition	C
Free	N
Syrian	N
Army	N
in	N
Rastan	N
who	N
declined	C
to	N
be	N
named	N
told	N
Reuters	N
news	N
agency	N
by	N
satellite	C
phone	N
.	N

Al	N
Jazeera's	N
Rula	N
Amin	N
,	N
reporting	N
from	N
Beirut	N
in	N
neighbouring	C
Lebanon	N
,	N
said	N
three	N
armoured	C
vehicles	N
carrying	N
government	N
troops	C
had	N
been	N
attacked	N
as	N
they	N
were	N
heading	N
to	N
Rastan	N
,	N
in	N
Homs	N
province	C
.	N

Rastan	N
is	N
a	N
strategic	C
town	N
and	N
a	N
stronghold	C
of	N
the	N
Free	N
Syrian	N
Army	N
,	N
she	N
said	N
.	N

Lebanon's	N
national	N
news	N
agency	C
NNA	N
said	N
one	N
soldier	N
was	N
shot	N
dead	N
by	N
a	N
sniper	C
in	N
the	N
city	N
early	N
Sunday	N
.	N

Another	N
man	N
was	N
found	N
dead	N
on	N
the	N
side	N
of	N
a	N
road	N
while	N
a	N
third	N
died	N
after	N
a	N
shell	C
landed	N
in	N
a	N
residential	C
neighborhood	C
.	N

An	N
Associated	N
Press	N
reporter	N
in	N
Tripoli	N
said	N
the	N
Lebanese	N
army	N
sent	N
reinforcements	C
to	N
the	N
city	N
,	N
but	N
that	N
intermittent	C
clashes	C
continued	N
Sunday	N
with	N
gunmen	C
shooting	N
at	N
each	N
other	N
with	N
automatic	N
rifles	C
.	N

Heavier	N
weapons	N
,	N
like	N
rocket-propelled	C
grenades	C
,	N
have	N
also	N
been	N
fired	N
.	N

Lebanon	N
is	N
sharply	N
split	N
along	N
sectarian	C
lines	N
,	N
with	N
18	N
religious	N
sects	C
.	N

But	N
it	N
also	N
has	N
a	N
fragile	C
political	N
fault	N
line	N
precisely	C
over	N
the	N
issue	N
of	N
Syria	N
.	N

An	N
array	C
of	N
pro-Syrian	N
parties	N
support	N
Assad's	N
regime	C
,	N
as	N
do	N
many	N
Lebanese	N
citizens	C
.	N

More	N
opposition	C
rallies	C
were	N
expected	C
Wednesday	N
,	N
along	N
with	N
another	N
new	N
pro-Putin	C
gathering	C
in	N
central	N
Moscow	N
.	N

Thousands	N
of	N
security	C
forces	N
were	N
out	N
in	N
the	N
Russian	N
capital	N
and	N
helicopters	C
roamed	C
the	N
sky	N
Wednesday	N
,	N
a	N
show	N
of	N
force	N
following	N
two	N
days	N
of	N
protest	C
.	N

Authorities	C
said	N
Tuesday	N
at	N
least	N
51,500	N
police	N
officers	N
and	N
2,000	N
Interior	N
Ministry	N
troops	C
have	N
been	N
deployed	C
in	N
Moscow	N
since	N
the	N
election	N
.	N

Unlike	N
the	N
police	N
,	N
Interior	N
Ministry	N
troops	N
are	N
an	N
armed	N
force	N
,	N
largely	N
manned	C
by	N
conscripts	C
.	N

The	N
Russian	N
Union	N
of	N
Journalists	N
condemned	C
police	N
violence	C
and	N
called	N
for	N
a	N
probe	C
into	N
the	N
dozens	N
of	N
attacks	N
and	N
arrests	N
of	N
journalists	N
,	N
describing	C
them	N
as	N
""""	N
an	N
attempt	C
to	N
gag	C
and	N
intimidate	C
society	N
.	N
""""	N

On	N
Wednesday	N
,	N
two	N
video	N
journalists	N
working	N
for	N
the	N
state-owned	C
RIA	N
Novosti	N
news	N
agency	N
were	N
briefly	N
detained	C
outside	N
the	N
Election	N
Commission	N
building	N
where	N
Putin	N
was	N
handing	N
in	N
his	N
application	C
to	N
run	N
.	N

Hajar	N
said	N
his	N
cousin	N
was	N
not	N
affiliated	C
with	N
any	N
terrorist	C
group	N
.	N

CNN	N
cannot	N
independently	C
verify	C
reports	N
of	N
deaths	N
and	N
violence	C
because	N
the	N
Syrian	N
government	N
has	N
severely	C
restricted	C
access	C
to	N
international	N
media	N
.	N

A	N
team	N
of	N
U.N	N
.	N
monitors	C
is	N
on	N
the	N
ground	N
to	N
observe	N
the	N
progress	N
of	N
a	N
so-called	C
cease-fire	C
and	N
encourage	C
the	N
implementation	C
of	N
the	N
peace	N
plan	N
.	N

On	N
Saturday	N
,	N
the	N
head	N
of	N
the	N
U.N	N
.	N
observer	N
mission	N
,	N
Maj	N
.	N
Gen	N
.	N
Robert	N
Mood	N
,	N
said	N
157	N
civilian	N
and	N
military	N
monitors	C
were	N
in	N
the	N
provinces	C
of	N
Daraa	N
,	N
Idleb	N
,	N
Hama	N
and	N
Homs	N
,	N
the	N
state-run	C
Syrian	N
Arab	N
News	N
Agency	N
reported	N
.	N

About	N
300	N
observers	C
are	N
expected	N
within	N
weeks	N
.	N

But	N
the	N
observers'	N
presence	C
hasn't	N
stopped	N
the	N
bloodshed	C
.	N

More	N
than	N
1,000	N
people	N
have	N
died	N
in	N
Syria	N
since	N
a	N
cease-fire	C
was	N
supposed	C
to	N
go	N
into	N
effect	N
on	N
April	N
12	N
,	N
according	N
to	N
the	N
LCC	N
.	N

Obama's	N
visit	N
came	N
a	N
year	N
after	N
U.S	N
.	N
special	N
forces	N
troops	N
killed	N
al	N
Qaeda	N
leader	N
Osama	N
bin	N
Laden	N
,	N
the	N
architect	C
of	N
the	N
September	N
11	N
,	N
2001	N
,	N
attacks	N
,	N
in	N
a	N
raid	C
in	N
neighboring	C
Pakistan	N
.	N

In	N
a	N
televised	C
address	N
to	N
the	N
American	N
people	N
from	N
a	N
base	C
north	N
of	N
Kabul	N
,	N
he	N
said	N
the	N
war	N
in	N
Afghanistan	N
was	N
winding	C
down	N
.	N

As	N
we	N
emerge	C
from	N
a	N
decade	C
of	N
conflict	C
abroad	C
and	N
economic	C
crisis	C
at	N
home	N
,	N
it's	N
time	N
to	N
renew	C
America	N
,	N
Obama	N
said	N
,	N
speaking	N
against	N
a	N
backdrop	C
of	N
armored	C
vehicles	N
and	N
a	N
U.S	N
.	N
flag	N
.	N

Nearly	N
3,000	N
U.S	N
.	N
and	N
NATO	N
soldiers	N
have	N
been	N
killed	N
in	N
Afghanistan	N
since	N
the	N
Taliban	C
rulers	C
were	N
ousted	C
in	N
2001	N
.	N

The	N
Taliban	N
,	N
overthrown	C
by	N
U.S.-backed	N
Afghan	N
forces	N
for	N
harboring	C
bin	N
Laden	N
and	N
other	N
militants	C
,	N
were	N
quick	N
to	N
take	N
credit	N
for	N
Wednesday's	N
attack	N
at	N
Green	N
Village	N
,	N
one	N
of	N
several	N
compounds	C
for	N
Westerners	N
on	N
a	N
main	N
road	N
out	N
of	N
the	N
capital	N
.	N

Lauren	N
O'Neill	N
who	N
had	N
only	N
recently	N
celebrated	C
her	N
birthday	N
was	N
killed	N
in	N
a	N
gun	N
attack	N
in	N
the	N
small	N
Northern	N
Ireland	N
village	N
of	N
Bellaghy	N
,	N
Co	N
Derry	N
,	N
on	N
Saturday	N
morning	N
.	N

Her	N
21-year-old	N
sister	N
is	N
in	N
a	N
critical	C
condition	C
in	N
hospital	N
after	N
the	N
shooting	N
at	N
a	N
house	N
in	N
William	N
Court	N
which	N
is	N
now	N
at	N
the	N
centre	C
of	N
a	N
major	N
police	N
investigation	C
.	N

A	N
26-year-old	N
man	N
was	N
arrested	C
in	N
nearby	C
Toomebridge	N
on	N
suspicion	C
of	N
murder	C
within	N
an	N
hour	N
of	N
the	N
shooting	N
and	N
is	N
still	N
being	N
questioned	C
by	N
the	N
Police	N
Service	N
of	N
Northern	N
Ireland	N
(PSNI)	N
.	N

Another	N
man	N
and	N
a	N
woman	N
,	N
both	N
aged	N
28	N
,	N
were	N
arrested	N
on	N
suspicion	C
of	N
assisting	C
an	N
offender	C
but	N
were	N
released	C
unconditionally	C
on	N
Saturday	N
night	N
by	N
detectives	C
.	N

Since	N
then	N
a	N
priest	C
said	N
he	N
believed	C
Lauren	N
died	N
trying	N
to	N
protect	C
her	N
sister	N
,	N
while	N
Stormont	N
deputy	C
First	N
Minister	N
Martin	N
McGuinness	N
visited	C
the	N
family	N
and	N
said	N
they	N
are	N
in	N
trauma	C
.	N

Russian	N
news	N
agencies	C
reported	N
about	N
200	N
were	N
arrested	C
at	N
a	N
similar	N
attempt	C
to	N
hold	N
an	N
unsanctioned	C
rally	C
in	N
St	N
.	N
Petersburg	N
and	N
another	N
25	N
in	N
the	N
southern	N
city	N
of	N
Rostov-on-Don	C
.	N

The	N
Moscow	N
protest	C
ended	N
after	N
around	N
3	N
½	N
hours	N
and	N
the	N
others	N
were	N
broken	N
up	N
by	N
police	N
.	N

The	N
protests	N
Monday	N
and	N
Tuesday	N
were	N
an	N
unusually	N
sustained	C
show	N
of	N
indignation	C
for	N
the	N
Russian	N
opposition	C
.	N

The	N
thousands	N
of	N
Russians	N
who	N
rallied	C
in	N
Moscow	N
and	N
St	N
.	N
Petersburg	N
faced	N
off	N
with	N
police	N
and	N
Interior	C
Ministry	N
troops	N
,	N
who	N
detained	C
hundreds	N
of	N
protesters	C
.	N

More	N
opposition	C
rallies	C
were	N
expected	C
Wednesday	N
,	N
along	N
with	N
some	N
pro-Putin	N
gatherings	C
.	N

Putin	N
was	N
expected	C
to	N
formally	N
register	C
later	N
in	N
the	N
day	N
to	N
run	N
for	N
president	N
,	N
a	N
position	N
he	N
held	N
from	N
2000-2008	N
,	N
a	N
period	N
in	N
which	N
he	N
grew	N
more	N
authoritarian	C
.	N

A	N
bad	N
part	N
of	N
the	N
investigation	C
is	N
that	N
we	N
may	N
not	N
get	N
the	N
why	N
.	N

Unless	N
she	N
left	N
a	N
note	C
somewhere	N
or	N
told	N
somebody	N
,	N
she	N
may	N
have	N
taken	N
it	N
to	N
the	N
grave	N
.	N

Unless	N
she	N
left	N
a	N
note	N
somewhere	N
or	N
told	N
somebody	N
,	N
she	N
may	N
have	N
taken	N
it	N
to	N
the	N
grave	C
.	N
""""	N

According	C
to	N
Goodyear	N
,	N
a	N
neighbor	C
heard	N
gun	N
shots	N
.	N

Minutes	N
later	N
two	N
of	N
the	N
children	N
arrived	N
on	N
his	N
doorstep	C
.	N

The	N
oldest	N
child	N
,	N
Pebbles	C
,	N
could	N
be	N
seen	N
walking	N
back	N
towards	N
the	N
family	N
home	N
,	N
Goodyear	N
said	N
.	N

The	N
children's	N
mother	N
came	N
outside	N
and	N
lured	C
the	N
kids	N
back	N
into	N
the	N
house	N
.	N

She	N
was	N
very	N
calm	C
,	N
called	N
them	N
in	N
,	N
Goodyear	N
said	N
.	N

She	N
didn't	N
seem	N
to	N
be	N
stressed	C
or	N
mad	C
,	N
just	N
stepped	N
out	N
.	N

Companies	N
must	N
raise	N
£28	N
trillion	C
Chinese	N
sovereign	C
wealth	C
fund	N
stops	N
buying	N
Euro	N
debt	C
Surprise	N
weakening	C
in	N
China	N
import	N
and	N
exports	N
Spain	N
nationalises	C
Bankia	N
as	N
euro	N
crisis	C
escalates	C
Germany	N
warns	N
Greece	N
'no	N
bailout	C
agreement	N
,	N
no	N
aid'	N
Bankia	N
,	N
in	N
which	N
the	N
state	N
is	N
taking	N
a	N
45pc	N
stake	C
as	N
a	N
crisis	C
measure	N
to	N
save	N
it	N
from	N
crippling	C
bad	N
loans	N
,	N
had	N
€37.5bn	N
in	N
exposure	C
to	N
the	N
property	N
sector	N
at	N
the	N
end	N
of	N
2011	N
.	N

Of	N
that	N
total	N
€31.8bn	N
were	N
classed	C
as	N
problematic	C
.	N

But	N
the	N
hangover	C
from	N
the	N
property	N
party	N
extends	C
across	N
the	N
financial	N
sector	N
.	N

Bank	N
of	N
Spain	N
figures	N
show	N
commercial	C
banks	N
held	N
problematic	C
real	N
estate	N
assets	C
including	N
loans	N
and	N
seized	C
property	N
of	N
€184bn	N
,	N
60pc	N
of	N
their	N
property	N
portfolio	C
at	N
the	N
end	N
of	N
2011	N
.	N

Regulators	C
in	N
the	N
US	N
and	N
elsewhere	C
have	N
stressed	C
that	N
they	N
will	N
be	N
watching	N
to	N
make	N
sure	N
that	N
the	N
Mountain	N
View	N
,	N
California-based	N
company	N
does	N
not	N
use	N
its	N
acquisition	C
of	N
Motorola	N
Mobility	N
to	N
obtain	C
unfair	N
advantage	C
in	N
the	N
market	N
.	N

Police	N
have	N
arrested	N
a	N
man	N
over	N
the	N
stabbing	C
of	N
a	N
widower	C
in	N
Brighton	N
Jeffrey	N
Burrows	N
was	N
killed	N
at	N
his	N
home	N
in	N
Norfolk	N
Square	N
in	N
Brighton	N
,	N
East	N
Sussex	N
,	N
on	N
April	N
29	N
.	N

A	N
22-year-old	N
from	N
Liverpool	N
was	N
arrested	N
in	N
the	N
city	N
on	N
suspicion	C
of	N
murder	N
on	N
Saturday	N
and	N
he	N
remains	N
in	N
custody	C
.	N

Joel	N
Elliott	N
,	N
also	N
22	N
,	N
of	N
North	N
Road	N
,	N
Brighton	N
,	N
was	N
charged	C
on	N
May	N
3	N
with	N
murder	N
.	N

He	N
appeared	C
at	N
Lewes	C
Crown	N
Court	N
on	N
May	N
8	N
but	N
did	N
not	N
enter	N
a	N
plea	C
.	N

Elliott	N
was	N
remanded	C
in	N
custody	C
and	N
will	N
next	N
appear	N
at	N
the	N
same	N
court	N
for	N
a	N
plea	C
and	N
case	N
management	C
hearing	N
on	N
July	N
6	N
.	N

It	N
appeared	C
they	N
had	N
been	N
shot	N
,	N
Goodyear	N
said	N
.	N

The	N
mother	N
of	N
the	N
children	N
came	N
out	N
of	N
the	N
residence	C
next	N
door	N
,	N
called	N
for	N
the	N
children	N
to	N
return	C
home	N
,	N
at	N
which	N
time	N
they	N
left	N
and	N
went	N
back	N
to	N
the	N
house	N
.	N

The	N
neighbor	C
then	N
heard	C
gunshots	C
and	N
called	N
911	N
.	N

Another	N
neighbor	C
told	N
deputies	C
that	N
Thomas	N
sent	N
a	N
text	N
message	N
in	N
the	N
middle	N
of	N
the	N
night	N
saying	N
she	N
wanted	N
to	N
be	N
cremated	C
with	N
her	N
children	N
,	N
Goodyear	N
said	N
.	N

The	N
shooting	C
happened	C
in	N
Port	N
St	N
.	N
John	N
,	N
about	N
15	N
miles	N
west	N
of	N
Cape	N
Canaveral	N
in	N
an	N
area	N
known	N
as	N
the	N
""""	N
Space	N
Coast	N
""""	N
because	N
it	N
is	N
the	N
home	N
of	N
NASA's	N
Kennedy	N
Space	N
Center	N
,	N
the	N
location	N
of	N
numerous	C
famed	C
