.	11	0.091	0.0000000	0.0000000	0.0000000			N

Del	24	0.125	0.0503658	0.5456911	0.1991460	NNP	46.398361	N
Rosario	24	0.125	0.1141356	0.5456911	0.2472852	NNP	1.367771	N
said	24	0.125	0.0000000	0.0000000	0.0000000			N
that	24	0.125	0.0000000	0.0000000	0.0000000			N
he	24	0.125	0.0000000	0.0000000	0.0000000			N
warned	24	0.125	0.1601370	0.6836967	0.3417252	VBD	22.780103	N
China	24	0.125	0.1711274	0.5688560	0.2827125	NNP	128.511706	N
's	24	0.125	0.0000000	0.0000000	0.0000000			N
ambassador	24	0.125	0.1610935	0.3551132	0.2814146	NN	19.112465	C
that	24	0.125	0.0000000	0.0000000	0.0000000			N
if	24	0.125	0.0000000	0.0000000	0.0000000			N
the	24	0.125	0.0000000	0.0000000	0.0000000			N
Philippines	24	0.125	0.1611950	0.5688560	0.2848020	NNP	19.24986	N
is	24	0.125	0.0000000	0.0000000	0.0000000			N
challenged	24	0.125	0.1601106	0.5756521	0.3375870	VBN	20.685404	C
,	24	0.125	0.0000000	0.0000000	0.0000000			N
we	24	0.125	0.0000000	0.0000000	0.0000000			N
are	24	0.125	0.0000000	0.0000000	0.0000000			N
prepared	24	0.125	0.1156562	0.5756521	0.3176459	JJ	113.860532	N
to	24	0.125	0.0000000	0.0000000	0.0000000			N
secure	24	0.125	0.0809238	0.4640519	0.2464768	VB	52.18316	N
our	24	0.125	0.0000000	0.0000000	0.0000000			N
sovereignty	24	0.125	0.0503658	0.3673323	0.2275079	NN	20.194217	C
.	24	0.125	0.0000000	0.0000000	0.0000000			N

The	35	0.057	0.0000000	0.0000000	0.0000000			N
Philippine	35	0.057	0.0867743	0.3624094	0.2115465	JJ	8.893142	N
navy	35	0.057	0.0874558	0.5274443	0.2504996	NN	37.455836	N
was	35	0.057	0.0000000	0.0000000	0.0000000			N
sending	35	0.057	0.1533971	0.4176141	0.2524437	VBG	78.652693	N
additional	35	0.057	0.1582776	0.4794463	0.2796549	JJ	139.678136	N
vessels	35	0.057	0.0645253	0.5274443	0.2608662	NNS	51.887593	C
toward	35	0.057	0.0000000	0.0000000	0.0000000			N
the	35	0.057	0.0000000	0.0000000	0.0000000			N
shoal	35	0.057	0.1289936	0.4662903	0.2799757	NN	1.098123	C
,	35	0.057	0.0000000	0.0000000	0.0000000			N
which	35	0.057	0.0000000	0.0000000	0.0000000			N
lies	35	0.057	0.1347122	0.4117874	0.2643305	VBZ	78.13795	N
about	35	0.057	0.0000000	0.0000000	0.0000000			N
200	35	0.057	0.0000000	0.0000000	0.0000000			N
kilometers	35	0.057	0.0259260	0.8473052	0.2452294	NNS	7.852638	N
(	35	0.057	0.0000000	0.0000000	0.0000000			N
124	35	0.057	0.0000000	0.0000000	0.0000000			N
miles	35	0.057	0.0461252	0.8473052	0.2492233	NNS	122.851453	N
)	35	0.057	0.0000000	0.0000000	0.0000000			N
from	35	0.057	0.0000000	0.0000000	0.0000000			N
the	35	0.057	0.0000000	0.0000000	0.0000000			N
nearest	35	0.057	0.1189012	0.4863015	0.3032541	JJS	20.487267	N
Philippine	35	0.057	0.0867743	0.3624094	0.2115465	JJ	8.893142	N
coast	35	0.057	0.1001493	0.4936788	0.3243599	NN	71.790346	N
,	35	0.057	0.0000000	0.0000000	0.0000000			N
a	35	0.057	0.0000000	0.0000000	0.0000000			N
Philippine	35	0.057	0.0867743	0.3624094	0.2115465	JJ	8.893142	N
navy	35	0.057	0.0874558	0.5274443	0.2504996	NN	37.455836	N
official	35	0.057	0.1625577	0.4794463	0.3103145	NN	97.014199	N
told	35	0.057	0.0902365	0.3812115	0.2344190	VBD	318.387013	N
The	35	0.057	0.0000000	0.0000000	0.0000000			N
Associated	35	0.057	0.0781786	0.5563108	0.2304681	NNP	0.0	N
Press	35	0.057	0.0259260	0.5563108	0.2083827	NNP	515.076016	N
.	35	0.057	0.0000000	0.0000000	0.0000000			N

He	20	0.100	0.0000000	0.0000000	0.0000000			N
spoke	20	0.100	0.3027496	0.4989634	0.3462912	VBD	132.408543	N
on	20	0.100	0.0000000	0.0000000	0.0000000			N
condition	20	0.100	0.0959636	0.6512935	0.3833488	NN	162.744358	N
of	20	0.100	0.0000000	0.0000000	0.0000000			N
anonymity	20	0.100	0.0744357	0.4344137	0.2980434	NN	3.34745	C
because	20	0.100	0.0000000	0.0000000	0.0000000			N
of	20	0.100	0.0000000	0.0000000	0.0000000			N
a	20	0.100	0.0000000	0.0000000	0.0000000			N
lack	20	0.100	0.1222820	0.4633372	0.3408034	NN	136.601624	N
of	20	0.100	0.0000000	0.0000000	0.0000000			N
authority	20	0.100	0.1497195	0.4633372	0.3603714	NN	151.311349	C
to	20	0.100	0.0000000	0.0000000	0.0000000			N
discuss	20	0.100	0.2025835	0.4989634	0.3412634	VB	76.086185	N
the	20	0.100	0.0000000	0.0000000	0.0000000			N
situation	20	0.100	0.1509865	0.6512935	0.3706206	NN	245.752575	N
with	20	0.100	0.0000000	0.0000000	0.0000000			N
the	20	0.100	0.0000000	0.0000000	0.0000000			N
media	20	0.100	0.0612185	0.4005170	0.3103313	NNS	101.955154	N
.	20	0.100	0.0000000	0.0000000	0.0000000			N

The	29	0.138	0.0000000	0.0000000	0.0000000			N
standoff	29	0.138	0.1737726	0.3955876	0.2617445	NN	0.673793	C
began	29	0.138	0.1435731	0.4860198	0.2785995	VBD	296.094461	N
Sunday	29	0.138	0.1769420	0.3599429	0.2730723	NNP	49.192849	N
when	29	0.138	0.0000000	0.0000000	0.0000000			N
a	29	0.138	0.0000000	0.0000000	0.0000000			N
Philippine	29	0.138	0.1472937	0.4858018	0.2672381	JJ	8.893142	N
navy	29	0.138	0.0874558	0.5274443	0.3054930	NN	37.455836	N
surveillance	29	0.138	0.1483552	0.3955876	0.2649889	NN	12.320672	C
plane	29	0.138	0.1156609	0.3748519	0.2763094	NN	74.055608	N
spotted	29	0.138	0.0897694	0.4969170	0.2884293	VBD	0.0	N
eight	29	0.138	0.0000000	0.0000000	0.0000000			N
Chinese	29	0.138	0.2151868	0.5072027	0.3169136	JJ	133.576631	N
fishing	29	0.138	0.0867916	0.4811890	0.2777436	NN	35.688987	N
vessels	29	0.138	0.0645253	0.5274443	0.2806826	NNS	51.887593	N
anchored	29	0.138	0.0877493	0.4490390	0.2795980	VBN	6.676781	C
in	29	0.138	0.0000000	0.0000000	0.0000000			N
a	29	0.138	0.0000000	0.0000000	0.0000000			N
lagoon	29	0.138	0.0689961	0.4254708	0.2706826	NN	3.922865	C
at	29	0.138	0.0000000	0.0000000	0.0000000			N
Scarborough	29	0.138	0.1746812	0.3446501	0.2552762	NNP	1.41236	N
,	29	0.138	0.0000000	0.0000000	0.0000000			N
the	29	0.138	0.0000000	0.0000000	0.0000000			N
Philippine	29	0.138	0.1472937	0.4858018	0.2672381	JJ	8.893142	N
Foreign	29	0.138	0.0689961	0.6142665	0.2824415	NNP	0.0	N
Affairs	29	0.138	0.0601952	0.6142665	0.2342877	NNPS	98.170803	N
Department	29	0.138	0.1215601	0.5418059	0.2627781	NNP	183.556373	N
said	29	0.138	0.0000000	0.0000000	0.0000000			N
.	29	0.138	0.0000000	0.0000000	0.0000000			N

The	15	0.067	0.0000000	0.0000000	0.0000000			N
market	15	0.067	0.1359109	0.5041851	0.3130477	NN	246.280753	N
was	15	0.067	0.0000000	0.0000000	0.0000000			N
bracing	15	0.067	0.0359236	0.4322265	0.2168145	VBG	0.0	C
itself	15	0.067	0.0000000	0.0000000	0.0000000			N
for	15	0.067	0.0000000	0.0000000	0.0000000			N
at	15	0.067	0.0000000	0.0000000	0.0000000			N
least	15	0.067	0.0000000	0.0000000	0.0000000			N
50	15	0.067	0.0000000	0.0000000	0.0000000			N
billion	15	0.067	0.0000000	0.0000000	0.0000000			N
euros	15	0.067	0.0359236	0.5166524	0.2246551	NNS	0.709136	N
in	15	0.067	0.0000000	0.0000000	0.0000000			N
new	15	0.067	0.0000000	0.0000000	0.0000000			N
cash	15	0.067	0.1056733	0.4944271	0.3211243	NN	58.8806	N
.	15	0.067	0.0000000	0.0000000	0.0000000			N

You	30	0.033	0.0000000	0.0000000	0.0000000			N
ca	30	0.033	0.0000000	0.0000000	0.0000000			N
n't	30	0.033	0.0000000	0.0000000	0.0000000			N
put	30	0.033	0.0000000	0.0000000	0.0000000			N
out	30	0.033	0.0000000	0.0000000	0.0000000			N
a	30	0.033	0.0000000	0.0000000	0.0000000			N
number	30	0.033	0.0000000	0.0000000	0.0000000			N
as	30	0.033	0.0000000	0.0000000	0.0000000			N
low	30	0.033	0.0000000	0.0000000	0.0000000			N
as	30	0.033	0.0000000	0.0000000	0.0000000			N
15	30	0.033	0.0000000	0.0000000	0.0000000			N
billion	30	0.033	0.0000000	0.0000000	0.0000000			N
without	30	0.033	0.0000000	0.0000000	0.0000000			N
an	30	0.033	0.0000000	0.0000000	0.0000000			N
explanation	30	0.033	0.0894852	0.4825844	0.2627159	NN	77.773258	C
,	30	0.033	0.0000000	0.0000000	0.0000000			N
”	30	0.033	0.0000000	0.0000000	0.0000000			N
said	30	0.033	0.0000000	0.0000000	0.0000000			N
a	30	0.033	0.0000000	0.0000000	0.0000000			N
London-based	30	0.033	0.0000000	0.0000000	0.0000000			N
banking	30	0.033	0.0000000	0.0000000	0.0000000			N
analyst	30	0.033	0.0000000	0.0000000	0.0000000			N
who	30	0.033	0.0000000	0.0000000	0.0000000			N
did	30	0.033	0.0000000	0.0000000	0.0000000			N
not	30	0.033	0.0000000	0.0000000	0.0000000			N
want	30	0.033	0.0000000	0.0000000	0.0000000			N
to	30	0.033	0.0000000	0.0000000	0.0000000			N
be	30	0.033	0.0000000	0.0000000	0.0000000			N
named	30	0.033	0.0000000	0.0000000	0.0000000			N
.	30	0.033	0.0000000	0.0000000	0.0000000			N

You	29	0.034	0.0000000	0.0000000	0.0000000			N
ca	29	0.034	0.0000000	0.0000000	0.0000000			N
n't	29	0.034	1.0000000	0.0000000	0.0000000	RB	0.0	N
put	29	0.034	0.1833785	0.4755085	0.2969896	VB	373.014009	N
out	29	0.034	0.0000000	0.0000000	0.0000000			N
a	29	0.034	0.0000000	0.0000000	0.0000000			N
number	29	0.034	0.1187143	0.4569896	0.2737472	NN	674.306587	N
as	29	0.034	0.0000000	0.0000000	0.0000000			N
low	29	0.034	0.0677325	0.4569896	0.2440482	JJ	322.977347	N
as	29	0.034	0.0000000	0.0000000	0.0000000			N
15	29	0.034	0.0000000	0.0000000	0.0000000			N
billion	29	0.034	0.0000000	0.0000000	0.0000000			N
without	29	0.034	0.0000000	0.0000000	0.0000000			N
an	29	0.034	0.0000000	0.0000000	0.0000000			N
explanation	29	0.034	0.0894852	0.4825844	0.2627159	NN	77.773258	N
,	29	0.034	0.0000000	0.0000000	0.0000000			N
said	29	0.034	0.0000000	0.0000000	0.0000000			N
a	29	0.034	0.0000000	0.0000000	0.0000000			N
London-based	29	0.034	0.0677117	0.4600130	0.2113190		0.0	N
banking	29	0.034	0.0956606	0.3425604	0.2178245	NN	25.456666	N
analyst	29	0.034	-0.0215444	0.4600130	0.2127502	NN	12.093345	C
who	29	0.034	0.0000000	0.0000000	0.0000000			N
did	29	0.034	0.0000000	0.0000000	0.0000000			N
not	29	0.034	0.0000000	0.0000000	0.0000000			N
want	29	0.034	0.0000000	0.0000000	0.0000000			N
to	29	0.034	0.0000000	0.0000000	0.0000000			N
be	29	0.034	0.0000000	0.0000000	0.0000000			N
named	29	0.034	0.1089467	0.4803297	0.2728020	VBN	0.0	N
.	29	0.034	0.0000000	0.0000000	0.0000000			N

Spanish	46	0.152	0.1356584	0.3725924	0.2419296	JJ	78.740232	N
lenders	46	0.152	0.1249088	0.6601061	0.2679041	NNS	4.025679	C
must	46	0.152	0.0000000	0.0000000	0.0000000			N
set	46	0.152	0.1030886	0.5833198	0.3459613	VB	495.225388	N
aside	46	0.152	0.1395785	0.5833198	0.2841002	RB	46.626574	C
30	46	0.152	0.0000000	0.0000000	0.0000000			N
billion	46	0.152	0.0000000	0.0000000	0.0000000			N
euros	46	0.152	0.0917279	0.5166524	0.2056799	NNS	0.709136	N
,	46	0.152	0.0000000	0.0000000	0.0000000			N
on	46	0.152	0.0000000	0.0000000	0.0000000			N
top	46	0.152	0.0917279	0.5003851	0.3209912	NN	184.846985	N
of	46	0.152	0.0000000	0.0000000	0.0000000			N
54	46	0.152	0.0000000	0.0000000	0.0000000			N
billion	46	0.152	0.0000000	0.0000000	0.0000000			N
euros	46	0.152	0.0917279	0.5166524	0.2056799	NNS	0.709136	N
ordered	46	0.152	0.1012527	0.5939642	0.2774774	VBN	0.0	N
in	46	0.152	0.0000000	0.0000000	0.0000000			N
February	46	0.152	0.0853215	0.6087193	0.2199861	NNP	110.275522	N
,	46	0.152	0.0000000	0.0000000	0.0000000			N
as	46	0.152	0.0000000	0.0000000	0.0000000			N
provisions	46	0.152	0.1331285	0.4483728	0.2886883	NNS	48.587692	C
against	46	0.152	0.0000000	0.0000000	0.0000000			N
loans	46	0.152	0.1231867	0.6601061	0.2955958	NNS	33.227786	N
which	46	0.152	0.0000000	0.0000000	0.0000000			N
are	46	0.152	0.0000000	0.0000000	0.0000000			N
still	46	0.152	0.0000000	0.0000000	0.0000000			N
performing	46	0.152	0.1200848	0.4597268	0.2609702	VBG	69.326915	C
as	46	0.152	0.0000000	0.0000000	0.0000000			N
well	46	0.152	0.0000000	0.0000000	0.0000000			N
as	46	0.152	0.0000000	0.0000000	0.0000000			N
bad	46	0.152	0.1096717	0.5718452	0.3144899	JJ	147.15867	N
ones	46	0.152	0.0000000	0.0000000	0.0000000			N
while	46	0.152	0.0000000	0.0000000	0.0000000			N
defaults	46	0.152	0.0708846	0.5073849	0.2810727	NNS	2.119002	C
rise	46	0.152	0.1500458	0.5030622	0.3281810	VBP	126.517739	N
in	46	0.152	0.0000000	0.0000000	0.0000000			N
an	46	0.152	0.0000000	0.0000000	0.0000000			N
recession	46	0.152	0.0940860	0.6078165	0.2618124	NN	8.58119	C
which	46	0.152	0.0000000	0.0000000	0.0000000			N
has	46	0.152	0.0000000	0.0000000	0.0000000			N
sent	46	0.152	0.0000000	0.0000000	0.0000000			N
unemployment	46	0.152	0.1012527	0.6078165	0.2662052	NN	36.906954	C
to	46	0.152	0.0000000	0.0000000	0.0000000			N
24	46	0.152	0.0000000	0.0000000	0.0000000			N
percent	46	0.152	0.1576273	0.5892673	0.3207490	NN	235.082001	N
.	46	0.152	0.0000000	0.0000000	0.0000000			N

The	48	0.167	0.0000000	0.0000000	0.0000000			N
Spanish	48	0.167	0.1288403	0.3940769	0.2618479	JJ	78.740232	N
government	48	0.167	0.1295083	0.5250685	0.3380710	NN	569.186659	N
source	48	0.167	0.1181391	0.5445719	0.3198227	NN	220.595874	C
said	48	0.167	0.0000000	0.0000000	0.0000000			N
the	48	0.167	0.0000000	0.0000000	0.0000000			N
30-billion	48	0.167	0.0000000	0.0000000	0.0000000			N
euro	48	0.167	0.0768313	0.7234240	0.2249500	NN	4.951102	N
provisions	48	0.167	0.1136212	0.4946552	0.2754185	NNS	48.587692	C
would	48	0.167	0.0000000	0.0000000	0.0000000			N
have	48	0.167	0.0000000	0.0000000	0.0000000			N
an	48	0.167	0.0000000	0.0000000	0.0000000			N
impact	48	0.167	0.0754425	0.4870812	0.3125547	NN	123.953926	C
in	48	0.167	0.0000000	0.0000000	0.0000000			N
capital	48	0.167	0.0984670	0.5102750	0.3039007	NN	182.385994	C
of	48	0.167	0.0000000	0.0000000	0.0000000			N
about	48	0.167	0.0000000	0.0000000	0.0000000			N
20	48	0.167	0.0000000	0.0000000	0.0000000			N
billion	48	0.167	0.0000000	0.0000000	0.0000000			N
which	48	0.167	0.0000000	0.0000000	0.0000000			N
,	48	0.167	0.0000000	0.0000000	0.0000000			N
added	48	0.167	0.1125734	0.5643905	0.2978040	VBD	118.778108	N
to	48	0.167	0.0000000	0.0000000	0.0000000			N
another	48	0.167	0.0000000	0.0000000	0.0000000			N
estimated	48	0.167	0.0960718	0.5541853	0.3162326	VBN	53.027461	C
20	48	0.167	0.0000000	0.0000000	0.0000000			N
billion	48	0.167	0.0000000	0.0000000	0.0000000			N
euros	48	0.167	0.0359066	0.7234240	0.2086870	NNS	0.709136	N
to	48	0.167	0.0000000	0.0000000	0.0000000			N
rescue	48	0.167	0.1151618	0.4191293	0.2781897	VB	18.679456	C
systemic	48	0.167	0.0359066	0.4870812	0.2570657	JJ	23.778357	C
lender	48	0.167	0.0684187	0.5153641	0.2593784	NN	4.355221	N
Bankia	48	0.167	-0.0118622	0.4649610	0.1888565	NNP	0.013783	N
SA	48	0.167	0.1135922	0.2986227	0.1765560	NNP	21.692709	N
and	48	0.167	0.0000000	0.0000000	0.0000000			N
other	48	0.167	0.0000000	0.0000000	0.0000000			N
smaller	48	0.167	0.1616468	0.4909936	0.3078422	JJR	98.589671	N
banks	48	0.167	0.1674366	0.5251753	0.3009285	NNS	65.97008	N
would	48	0.167	0.0000000	0.0000000	0.0000000			N
make	48	0.167	0.1103297	0.5906183	0.3079240	VB	800.923456	N
up	48	0.167	0.0000000	0.0000000	0.0000000			N
the	48	0.167	0.0000000	0.0000000	0.0000000			N
figure	48	0.167	0.1069485	0.5541853	0.3036219	NN	553.933536	N
investors	48	0.167	0.1079069	0.5251753	0.2952730	NNS	20.45319	C
viewed	48	0.167	0.0933884	0.5475488	0.2995935	VBN	47.883218	N
as	48	0.167	0.0000000	0.0000000	0.0000000			N
necessary	48	0.167	0.0000000	0.0000000	0.0000000			N
.	48	0.167	0.0000000	0.0000000	0.0000000			N

Western	40	0.225	0.1898567	0.4629502	0.2957392	JJ	174.404282	N
powers	40	0.225	0.1340459	0.4803962	0.3150728	NNS	94.190032	N
have	40	0.225	0.0000000	0.0000000	0.0000000			N
no	40	0.225	0.0000000	0.0000000	0.0000000			N
appetite	40	0.225	0.1534259	0.4223061	0.2577678	NN	12.475751	C
for	40	0.225	0.0000000	0.0000000	0.0000000			N
a	40	0.225	0.0000000	0.0000000	0.0000000			N
repeat	40	0.225	0.1853412	0.5311680	0.3236042	NN	0.0	N
of	40	0.225	0.0000000	0.0000000	0.0000000			N
the	40	0.225	0.0000000	0.0000000	0.0000000			N
military	40	0.225	0.1477596	0.5008278	0.3447442	JJ	203.624927	N
intervention	40	0.225	0.2125606	0.5008278	0.3460386	NN	58.615645	C
that	40	0.225	0.0000000	0.0000000	0.0000000			N
helped	40	0.225	0.1566749	0.5813207	0.2969366	VBD	81.264739	N
Libyan	40	0.225	0.1687114	0.6662031	0.3051471	JJ	1.96888	N
rebels	40	0.225	0.2277077	0.5344074	0.3551307	NNS	12.596939	C
topple	40	0.225	0.1590884	0.4290123	0.3116430	VBP	1.030979	C
long-time	40	0.225	0.1640933	0.4673935	0.3065414		0.0	N
ruler	40	0.225	0.2031570	0.4567012	0.3242967	NN	19.35356	C
Moammar	40	0.225	0.0704225	0.7048165	0.2507634	NNP	26.125012	N
Gadhafi	40	0.225	0.0966964	0.7048165	0.2730167	NNP	0.030915	N
last	40	0.225	0.0000000	0.0000000	0.0000000			N
year	40	0.225	0.0930485	0.7704350	0.2819303	NN	536.001326	N
,	40	0.225	0.0000000	0.0000000	0.0000000			N
and	40	0.225	0.0000000	0.0000000	0.0000000			N
Moscow	40	0.225	0.1534259	0.4629502	0.2415321	NNP	40.30548	N
says	40	0.225	0.0000000	0.0000000	0.0000000			N
arming	40	0.225	0.1298636	0.5216224	0.2936659	VBG	0.0	C
Assad	40	0.225	0.1437643	0.5936834	0.3184341	NNP	0.488149	N
's	40	0.225	0.0000000	0.0000000	0.0000000			N
opponents	40	0.225	0.2104148	0.5344074	0.3404000	NNS	18.175302	C
would	40	0.225	0.0000000	0.0000000	0.0000000			N
only	40	0.225	0.0000000	0.0000000	0.0000000			N
lead	40	0.225	0.1671764	0.5501226	0.3440310	VB	175.277377	N
to	40	0.225	0.0000000	0.0000000	0.0000000			N
years	40	0.225	0.0798497	0.7704350	0.2806208	NNS	867.882731	N
of	40	0.225	0.0000000	0.0000000	0.0000000			N
inconclusive	40	0.225	0.0704225	0.3996226	0.2422628	JJ	3.086333	C
bloodshed	40	0.225	0.1690982	0.4608128	0.2994735	NN	3.259911	C
.	40	0.225	0.0000000	0.0000000	0.0000000			N

Fierce	35	0.143	0.1217855	0.4397219	0.2504110	JJ	14.23104	C
clashes	35	0.143	0.1741141	0.5205638	0.3293587	NNS	3.621914	N
between	35	0.143	0.0000000	0.0000000	0.0000000			N
Syrian	35	0.143	0.1303954	0.5022101	0.2875097	JJ	6.885726	N
regime	35	0.143	0.1202220	0.5250559	0.3007635	NN	50.56114	C
forces	35	0.143	0.1370001	0.6091595	0.3654682	NNS	169.857799	N
and	35	0.143	0.0000000	0.0000000	0.0000000			N
armed	35	0.143	0.1291946	0.6091595	0.3406841	JJ	49.06578	N
rebels	35	0.143	0.1987265	0.6355563	0.3783852	NNS	12.596939	C
in	35	0.143	0.0000000	0.0000000	0.0000000			N
the	35	0.143	0.0000000	0.0000000	0.0000000			N
central	35	0.143	0.1062321	0.5512709	0.3078059	JJ	254.571037	N
city	35	0.143	0.0777826	0.5512709	0.3106505	NN	344.85922	N
of	35	0.143	0.0000000	0.0000000	0.0000000			N
Rastan	35	0.143	0.1141776	0.4485419	0.2972123	NNP	0.866717	N
on	35	0.143	0.0000000	0.0000000	0.0000000			N
Monday	35	0.143	0.1291946	0.3745002	0.2261956	NNP	20.430581	N
left	35	0.143	0.1867424	0.5351594	0.3365496	VBD	182.275419	N
at	35	0.143	0.0000000	0.0000000	0.0000000			N
least	35	0.143	0.0000000	0.0000000	0.0000000			N
23	35	0.143	0.0000000	0.0000000	0.0000000			N
soldiers	35	0.143	0.1391235	0.6355563	0.3491014	NNS	68.923167	N
dead	35	0.143	0.1265434	0.6485738	0.3498296	JJ	146.237987	N
and	35	0.143	0.0000000	0.0000000	0.0000000			N
dozens	35	0.143	0.1263690	0.4518683	0.2955061	NNS	9.404731	N
wounded	35	0.143	0.0886445	0.6485738	0.2976793	VBD	35.225335	C
,	35	0.143	0.0000000	0.0000000	0.0000000			N
the	35	0.143	0.0000000	0.0000000	0.0000000			N
Syrian	35	0.143	0.1303954	0.5022101	0.2875097	JJ	6.885726	N
Observatory	35	0.143	0.0228602	0.4018012	0.2152735	NN	4.476029	C
for	35	0.143	0.0000000	0.0000000	0.0000000			N
Human	35	0.143	0.0256940	0.6081460	0.2495759	NNP	499.613001	N
Rights	35	0.143	0.0777826	0.6081460	0.2189800	NNPS	202.271413	N
said	35	0.143	0.0000000	0.0000000	0.0000000			N
.	35	0.143	0.0000000	0.0000000	0.0000000			N

The	34	0.265	0.0000000	0.0000000	0.0000000			N
Britain-based	34	0.265	0.1587868	0.4477240	0.2685021		0.0	N
monitoring	34	0.265	0.1820466	0.5225249	0.3126917	NN	41.062787	C
group	34	0.265	0.2096129	0.4806980	0.3626341	NN	531.393829	N
said	34	0.265	0.0000000	0.0000000	0.0000000			N
initial	34	0.265	0.0902835	0.5241109	0.3369326	JJ	122.955626	N
reports	34	0.265	0.1838288	0.5225249	0.3357386	NNS	113.124117	N
indicated	34	0.265	0.1240345	0.5961356	0.3279571	VBD	98.478738	C
that	34	0.265	0.0000000	0.0000000	0.0000000			N
three	34	0.265	0.0000000	0.0000000	0.0000000			N
troop	34	0.265	0.0919246	0.4806980	0.2559151	NN	7.243308	C
carriers	34	0.265	0.0667898	0.4121361	0.2739556	NNS	17.130843	N
were	34	0.265	0.0000000	0.0000000	0.0000000			N
destroyed	34	0.265	0.1387484	0.5293880	0.3258905	VBN	34.32702	C
in	34	0.265	0.0000000	0.0000000	0.0000000			N
the	34	0.265	0.0000000	0.0000000	0.0000000			N
clashes	34	0.265	0.1599675	0.4967358	0.3211732	NNS	3.621914	C
that	34	0.265	0.0000000	0.0000000	0.0000000			N
began	34	0.265	0.1435731	0.4741088	0.3353318	VBD	296.094461	N
at	34	0.265	0.0000000	0.0000000	0.0000000			N
dawn	34	0.265	0.1587868	0.4334824	0.2580757	NN	25.113371	C
on	34	0.265	0.0000000	0.0000000	0.0000000			N
the	34	0.265	0.0000000	0.0000000	0.0000000			N
outskirts	34	0.265	0.1374655	0.6422894	0.3241019	NNS	4.493044	C
of	34	0.265	0.0000000	0.0000000	0.0000000			N
the	34	0.265	0.0000000	0.0000000	0.0000000			N
rebel-held	34	0.265	0.1587275	0.5989732	0.3223839		0.0	C
city	34	0.265	0.1854168	0.6422894	0.3646448	NN	344.85922	N
,	34	0.265	0.0000000	0.0000000	0.0000000			N
located	34	0.265	0.1333084	0.5568277	0.3333739	VBN	17.988757	N
in	34	0.265	0.0000000	0.0000000	0.0000000			N
Homs	34	0.265	0.0902835	0.5989732	0.2491893	NNP	0.160704	N
